Wavenumbers (cm^-1),Intensity (a.u.) fit
707.0,0.03281845673572758
707.144045490982,0.03281845673572758
707.2880909819639,0.03281845673572758
707.4321364729459,0.03281845673572758
707.5761819639279,0.03281845673572758
707.7202274549098,0.03281845673572758
707.8642729458918,0.03281845673572758
708.0083184368738,0.03281845673572758
708.1523639278557,0.03281845673572758
708.2964094188377,0.03281845673572758
708.4404549098197,0.03281845673572758
708.5845004008016,0.03281845673572758
708.7285458917836,0.03281845673572758
708.8725913827656,0.03281845673572758
709.0166368737475,0.03281845673572758
709.1606823647295,0.03281845673572758
709.3047278557115,0.03281845673572758
709.4487733466934,0.03281845673572758
709.5928188376754,0.03281845673572758
709.7368643286574,0.03281845673572758
709.8809098196393,0.03281845673572758
710.0249553106213,0.03281845673572758
710.1690008016033,0.03281845673572758
710.3130462925851,0.03281845673572758
710.4570917835671,0.03281845673572758
710.601137274549,0.03281845673572758
710.745182765531,0.03281845673572758
710.889228256513,0.03281845673572758
711.033273747495,0.03281845673572758
711.1773192384769,0.03281845673572758
711.3213647294589,0.03281845673572758
711.4654102204408,0.03281845673572758
711.6094557114228,0.03281845673572758
711.7535012024048,0.03281845673572758
711.8975466933867,0.03281845673572758
712.0415921843687,0.03281845673572758
712.1856376753507,0.03281845673572758
712.3296831663326,0.03281845673572758
712.4737286573146,0.03281845673572758
712.6177741482966,0.03281845673572758
712.7618196392785,0.03281845673572758
712.9058651302605,0.03281845673572758
713.0499106212425,0.03281845673572758
713.1939561122244,0.03281845673572758
713.3380016032064,0.03281845673572758
713.4820470941884,0.03281845673572758
713.6260925851703,0.03281845673572758
713.7701380761523,0.03281845673572758
713.9141835671343,0.03281845673572758
714.0582290581162,0.03281845673572758
714.2022745490982,0.03281845673572758
714.3463200400802,0.03281845673572758
714.4903655310621,0.03281845673572758
714.6344110220441,0.03281845673572758
714.7784565130261,0.03281845673572758
714.922502004008,0.03281845673572758
715.06654749499,0.03281845673572758
715.210592985972,0.03281845673572758
715.3546384769539,0.03281845673572758
715.4986839679359,0.03281845673572758
715.6427294589179,0.03281845673572758
715.7867749498998,0.03281845673572758
715.9308204408818,0.03281845673572758
716.0748659318638,0.03281845673572758
716.2189114228457,0.03281845673572758
716.3629569138277,0.03281845673572758
716.5070024048097,0.03281845673572758
716.6510478957916,0.03281845673572758
716.7950933867735,0.03281845673572758
716.9391388777555,0.03281845673572758
717.0831843687374,0.03281845673572758
717.2272298597194,0.03281845673572758
717.3712753507014,0.032818456735727586
717.5153208416833,0.032818456735727586
717.6593663326653,0.032818456735727586
717.8034118236473,0.0328184567357276
717.9474573146292,0.032818456735727614
718.0915028056112,0.03281845673572764
718.2355482965932,0.03281845673572771
718.3795937875751,0.03281845673572783
718.5236392785571,0.03281845673572805
718.667684769539,0.032818456735728474
718.811730260521,0.032818456735729265
718.955775751503,0.03281845673573073
719.099821242485,0.03281845673573343
719.2438667334669,0.0328184567357384
719.3879122244489,0.03281845673574745
719.5319577154308,0.03281845673576386
719.6760032064128,0.03281845673579343
719.8200486973948,0.03281845673584635
719.9640941883767,0.03281845673594051
720.1081396793587,0.03281845673610701
720.2521851703407,0.032818456736399576
720.3962306613226,0.032818456736910515
720.5402761523046,0.03281845673779729
720.6843216432866,0.032818456739326866
720.8283671342685,0.03281845674194891
720.9724126252505,0.03281845674641596
721.1164581162325,0.03281845675397946
721.2605036072144,0.0328184567667073
721.4045490981964,0.03281845678799526
721.5485945891784,0.03281845682338593
721.6926400801603,0.03281845688187335
721.8366855711423,0.03281845697797318
721.9807310621243,0.032818457134999014
722.1247765531062,0.03281845739024496
722.2688220440882,0.03281845780320218
722.4128675350702,0.03281845846866085
722.5569130260521,0.032818459537809874
722.7009585170341,0.03281846125270201
722.8450040080161,0.03281846400357051
722.989049498998,0.032818468426107944
723.13309498998,0.03281847557000575
723.277140480962,0.03281848719639957
723.4211859719439,0.032818506310373655
723.5652314629258,0.032818538122790564
723.7092769539078,0.03281859179297599
723.8533224448897,0.03281868357871994
723.9973679358717,0.03281884248959406
724.1414134268537,0.03281912032114897
724.2854589178356,0.032819609212675085
724.4295044088176,0.03282047185801285
724.5735498997996,0.0328219925179683
724.7175953907815,0.03282466140734797
724.8616408817635,0.03282931125607797
725.0056863727455,0.03283733320724454
725.1497318637274,0.03285100983927442
725.2937773547094,0.032874015671737
725.4378228456914,0.03291214898128633
725.5818683366733,0.03297437097103264
725.7259138276553,0.03307423573211447
725.8699593186373,0.03323179181407853
726.0140048096192,0.033476016860435054
726.1580503006012,0.033847803020562096
726.3020957915832,0.03440343542013713
726.4461412825651,0.03521839395283404
726.5901867735471,0.03639116025889257
726.734232264529,0.0380465353680927
726.878277755511,0.04033778837190998
727.022323246493,0.043446794185665924
727.166368737475,0.04758122172280123
727.3104142284569,0.05296785215316257
727.4544597194389,0.059841288313032495
727.5985052104209,0.06842769541484411
727.7425507014028,0.0789237977731696
727.8865961923848,0.0914721148998103
728.0306416833668,0.10613427484769059
728.1746871743487,0.12286506927767041
728.3187326653307,0.1414905563704441
728.4627781563127,0.1616938084497257
728.6068236472946,0.18301169948973678
728.7508691382766,0.20484535299526832
728.8949146292586,0.2264855348561166
729.0389601202405,0.24715249997782218
729.1830056112225,0.26604781226535856
729.3270511022045,0.28241375778425826
729.4710965931864,0.2955944894920667
729.6151420841684,0.30509227036499326
729.7591875751503,0.3106123116333955
729.9032330661323,0.3120907786347882
730.0472785571142,0.3097024364862824
730.1913240480961,0.30384685793334687
730.3353695390781,0.295114739213
730.4794150300601,0.28423825642690986
730.623460521042,0.27203117965577084
730.767506012024,0.2593253927923855
730.911551503006,0.24691044779978635
731.0555969939879,0.23548188231823572
731.1996424849699,0.22560245996869888
731.3436879759519,0.2176785547244129
731.4877334669338,0.21195192273240607
731.6317789579158,0.2085053803615023
731.7758244488978,0.20727964700998028
731.9198699398797,0.20809791895751628
732.0639154308617,0.21069461198636197
732.2079609218437,0.2147450532683971
732.3520064128256,0.21989356938688134
732.4960519038076,0.22577824064507843
732.6400973947896,0.2320514184568575
732.7841428857715,0.23839581457650794
732.9281883767535,0.24453649623287127
733.0722338677355,0.25024943364222263
733.2162793587174,0.2553673571344903
733.3603248496994,0.2597836267071062
733.5043703406814,0.2634546462161725
733.6484158316633,0.26640111867135424
733.7924613226453,0.26870818437793886
733.9365068136273,0.2705242479434741
734.0805523046092,0.27205811278015135
734.2245977955912,0.27357392454027074
734.3686432865732,0.27538339374064463
734.5126887775551,0.27783483322801833
734.6567342685371,0.281298713000592
734.8007797595191,0.2861497008283429
734.944825250501,0.2927455100845465
735.088870741483,0.3014032923434449
735.232916232465,0.3123747547407395
735.3769617234469,0.3258216017655771
735.5210072144289,0.3417932401796161
735.6650527054109,0.36020888356819647
735.8090981963928,0.38084619473093245
735.9531436873748,0.4033383700996013
736.0971891783568,0.4271810855377211
736.2412346693387,0.451750003739786
736.3852801603207,0.47632864128995284
736.5293256513025,0.5001453922691089
736.6733711422845,0.5224175141067344
736.8174166332665,0.5423990212138168
736.9614621242484,0.5594288194308947
737.1055076152304,0.5729751440734318
737.2495531062124,0.5826724931698889
737.3935985971943,0.5883477833723288
737.5376440881763,0.5900333541286042
737.6816895791583,0.5879656123644998
737.8257350701402,0.5825694144266212
737.9697805611222,0.5744295744712153
738.1138260521042,0.5642520207319339
738.2578715430861,0.5528179675323189
738.4019170340681,0.5409349453751814
738.5459625250501,0.5293885978366131
738.690008016032,0.5188988289037202
738.834053507014,0.510083231754055
738.978098997996,0.5034298490463045
739.1221444889779,0.4992803238857239
739.2661899799599,0.4978235194712782
739.4102354709419,0.4990988191115399
739.5542809619238,0.5030076451212535
739.6983264529058,0.5093312998152042
739.8423719438878,0.5177530444660629
739.9864174348697,0.5278823720380269
